时间,分钟能见度m,降水天气现象 ,气温℃,湿度%RH,瞬时风速m/s,瞬时风向°,分钟内极大风速m/s,分钟内极大风向°,2 min平均风速m/s,2 min平均风向°,10 min平均风速m/s,10 min平均风向°,气压hPa,路面温度℃,路面状况 ,水膜厚度mm,冰层厚度mm,雪层厚度mm,湿滑系数 
2020-06-01 03:25:00,20000,0,16.3,80,1.1,50,1.1,50,1.1,45,0.8,40,794.7,19.3,1,0,0,0,0.82
2020-06-01 03:26:00,20000,0,16.2,80,1,27,1,27,1,46,0.9,40,794.7,19.3,1,0,0,0,0.82
2020-06-01 03:27:00,20000,0,16.3,79,1.2,49,1.2,49,1,37,0.9,37,794.7,19.2,1,0,0,0,0.82
2020-06-01 03:28:00,20000,0,16.2,79,1.3,60,1.3,60,1.1,37,0.9,38,794.7,19.2,1,0,0,0,0.82
2020-06-01 03:29:00,20000,0,16.2,79,1.3,68,1.3,68,1.2,53,1,40,794.7,19.2,1,0,0,0,0.82
2020-06-01 03:30:00,20000,0,16.2,79,0.9,64,0.9,64,1.2,62,1.1,45,794.6,19.2,1,0,0,0,0.82
2020-06-01 03:31:00,20000,0,16.2,79,0.8,67,0.8,67,1,62,1.1,48,794.6,19.2,1,0,0,0,0.82
2020-06-01 03:32:00,20000,0,16.2,79,0.8,59,0.8,59,0.8,62,1,50,794.6,19.2,1,0,0,0,0.82
2020-06-01 03:33:00,20000,0,16.2,79,0.8,69,0.8,69,0.8,60,1,51,794.7,19.1,1,0,0,0,0.82
2020-06-01 03:34:00,20000,0,16.2,79,0.3,90,0.3,90,0.7,62,1,54,794.6,19.1,1,0,0,0,0.82
2020-06-01 03:35:00,20000,0,16.3,79,0.5,35,0.5,35,0.5,75,0.9,57,794.6,19.1,1,0,0,0,0.82
2020-06-01 03:36:00,20000,0,16.2,79,0.8,49,0.8,49,0.4,59,0.8,56,794.7,19.2,1,0,0,0,0.82
2020-06-01 03:37:00,20000,0,16.2,79,1.1,51,1.1,51,0.6,40,0.8,58,794.7,19.2,1,0,0,0,0.82
2020-06-01 03:38:00,20000,0,16.3,79,0.9,56,0.9,56,0.9,48,0.8,58,794.7,19.1,1,0,0,0,0.82
2020-06-01 03:39:00,20000,0,16.2,78,0.9,43,0.9,43,0.9,52,0.8,58,794.7,19.2,1,0,0,0,0.82
2020-06-01 03:40:00,20000,0,16.2,78,1.1,59,1.1,59,0.9,47,0.7,55,794.7,19.2,1,0,0,0,0.82
2020-06-01 03:41:00,20000,0,16.3,78,1,48,1,48,1,47,0.8,55,794.7,19.2,1,0,0,0,0.82
2020-06-01 03:42:00,20000,0,16.2,78,1.3,70,1.3,70,1,50,0.8,53,794.7,19.2,1,0,0,0,0.82
2020-06-01 03:43:00,20000,0,16.2,78,1.3,46,1.3,46,1.1,57,0.8,54,794.7,19.2,1,0,0,0,0.82
2020-06-01 03:44:00,20000,0,16.2,78,0.9,62,0.9,62,1.2,56,0.9,52,794.6,19.2,1,0,0,0,0.82
2020-06-01 03:45:00,20000,0,16.2,78,0.9,53,0.9,53,1,52,0.9,50,794.6,19.1,1,0,0,0,0.82
2020-06-01 03:46:00,20000,0,16.3,78,0.8,73,0.8,73,0.8,55,1,51,794.6,19.2,1,0,0,0,0.82
2020-06-01 03:47:00,20000,0,16.3,78,0.9,35,0.9,35,0.8,59,1,53,794.6,19.2,1,0,0,0,0.82
2020-06-01 03:48:00,20000,0,16.2,78,0.9,49,0.9,49,0.8,50,1,52,794.6,19.2,1,0,0,0,0.82
2020-06-01 03:49:00,20000,0,16.3,78,1,50,1,50,0.9,40,1,51,794.6,19.3,1,0,0,0,0.82
2020-06-01 03:50:00,20000,0,16.3,78,1.1,29,1.1,29,0.9,46,1,52,794.6,19.3,1,0,0,0,0.82
2020-06-01 03:51:00,20000,0,16.3,78,1.3,39,1.3,39,1,36,1,49,794.6,19.3,1,0,0,0,0.82
2020-06-01 03:52:00,20000,0,16.3,78,1.2,43,1.2,43,1.2,30,1,48,794.6,19.3,1,0,0,0,0.82
2020-06-01 03:53:00,20000,0,16.3,78,1,50,1,50,1.2,38,1,45,794.6,19.3,1,0,0,0,0.82
2020-06-01 03:54:00,20000,0,16.3,78,1.5,54,1.5,54,1.1,45,1,45,794.6,19.4,1,0,0,0,0.82
2020-06-01 03:55:00,20000,0,16.3,79,1.4,56,1.4,56,1.2,50,1,45,794.6,19.4,1,0,0,0,0.82
2020-06-01 03:56:00,20000,0,16.3,79,1,48,1,48,1.4,52,1.1,45,794.6,19.4,1,0,0,0,0.82
2020-06-01 03:57:00,20000,0,16.3,79,1.1,70,1.1,70,1.1,50,1.1,43,794.6,19.4,1,0,0,0,0.82
2020-06-01 03:58:00,20000,0,16.3,79,1.4,48,1.4,48,1,57,1.1,46,794.6,19.3,1,0,0,0,0.82
2020-06-01 03:59:00,20000,0,16.3,79,1.3,47,1.3,47,1.2,56,1.2,46,794.6,19.3,1,0,0,0,0.82
2020-06-01 04:00:00,20000,0,16.2,79,1.4,54,1.4,54,1.3,45,1.2,46,794.6,19.2,1,0,0,0,0.82
2020-06-01 04:01:00,20000,0,16.2,79,1.8,59,1.8,59,1.3,48,1.2,48,794.6,19.2,1,0,0,0,0.82
2020-06-01 04:02:00,20000,0,16.2,79,1.1,49,1.1,49,1.5,52,1.3,50,794.6,19.2,1,0,0,0,0.82
2020-06-01 04:03:00,20000,0,16.2,79,1.8,61,1.8,61,1.4,50,1.3,51,794.6,19.1,1,0,0,0,0.82
2020-06-01 04:04:00,20000,0,16.2,78,1.5,42,1.5,42,1.4,52,1.3,51,794.6,19.1,1,0,0,0,0.82
2020-06-01 04:05:00,20000,0,16.1,78,2.1,51,2.1,51,1.6,49,1.3,50,794.6,19,1,0,0,0,0.82
2020-06-01 04:06:00,20000,0,16.1,78,1.9,49,1.9,49,1.8,45,1.4,50,794.6,19,1,0,0,0,0.82
2020-06-01 04:07:00,20000,0,16.1,78,1.7,42,1.7,42,1.9,47,1.5,50,794.6,19,1,0,0,0,0.82
2020-06-01 04:08:00,20000,0,16.1,78,1.8,51,1.8,51,1.7,42,1.6,47,794.6,19,1,0,0,0,0.82
2020-06-01 04:09:00,20000,0,16.1,78,1.7,63,1.7,63,1.7,46,1.6,48,794.6,19.1,1,0,0,0,0.82
2020-06-01 04:10:00,20000,0,16.1,78,1.3,37,1.3,37,1.7,54,1.6,49,794.5,19.1,1,0,0,0,0.82
2020-06-01 04:11:00,20000,0,16.1,78,1.6,54,1.6,54,1.4,46,1.6,47,794.5,19,1,0,0,0,0.82
2020-06-01 04:12:00,20000,0,16.1,78,1.5,68,1.5,68,1.4,44,1.6,47,794.5,19,1,0,0,0,0.82
2020-06-01 04:13:00,20000,0,16.1,78,1.7,52,1.7,52,1.5,57,1.6,49,794.5,19,1,0,0,0,0.82
2020-06-01 04:14:00,20000,0,16.1,78,1.5,49,1.5,49,1.6,56,1.6,48,794.5,19.1,1,0,0,0,0.82
2020-06-01 04:15:00,20000,0,16.1,78,1.7,34,1.7,34,1.6,46,1.6,48,794.5,19,1,0,0,0,0.82
2020-06-01 04:16:00,20000,0,16.1,78,2.2,42,2.2,42,1.6,37,1.6,46,794.5,19,1,0,0,0,0.82
2020-06-01 04:17:00,20000,0,16.1,78,1.9,44,1.9,44,1.9,35,1.6,46,794.5,19,1,0,0,0,0.82
2020-06-01 04:18:00,20000,0,16.1,77,1.4,28,1.4,28,2,38,1.6,46,794.6,19,1,0,0,0,0.82
2020-06-01 04:19:00,20000,0,16.1,77,1.4,28,1.4,28,1.6,31,1.6,43,794.6,19,1,0,0,0,0.82
2020-06-01 04:20:00,20000,0,16.1,77,1.4,28,1.4,28,1.4,25,1.6,40,794.6,19,1,0,0,0,0.82
2020-06-01 04:21:00,20000,0,16.1,77,1.6,61,1.6,61,1.4,26,1.6,39,794.6,18.9,1,0,0,0,0.82
2020-06-01 04:22:00,20000,0,16.1,77,1.4,26,1.4,26,1.5,42,1.6,39,794.6,19,1,0,0,0,0.82
2020-06-01 04:23:00,20000,0,16.1,77,1.4,26,1.4,26,1.4,40,1.6,36,794.6,19,1,0,0,0,0.82
2020-06-01 04:24:00,20000,0,16.1,76,1.7,42,1.7,42,1.4,25,1.5,33,794.6,19,1,0,0,0,0.82
2020-06-01 04:25:00,20000,0,16.1,76,1.3,23,1.3,23,1.5,32,1.6,33,794.6,19,1,0,0,0,0.82
2020-06-01 04:26:00,20000,0,16.1,76,1.3,23,1.3,23,1.4,28,1.5,32,794.6,19,1,0,0,0,0.82
2020-06-01 04:27:00,20000,0,16.1,76,1.7,57,1.7,57,1.3,21,1.4,30,794.6,18.9,1,0,0,0,0.82
2020-06-01 04:28:00,20000,0,16.1,76,1.4,52,1.4,52,1.5,39,1.4,32,794.6,18.9,1,0,0,0,0.82
2020-06-01 04:29:00,20000,0,16.1,76,1.4,52,1.4,52,1.5,52,1.4,34,794.6,18.9,1,0,0,0,0.82
2020-06-01 04:30:00,20000,0,16.1,76,1.5,55,1.5,55,1.4,50,1.4,37,794.6,18.9,1,0,0,0,0.82
2020-06-01 04:31:00,20000,0,16.1,76,1.3,56,1.3,56,1.4,53,1.4,40,794.6,18.9,1,0,0,0,0.82
2020-06-01 04:32:00,20000,0,16.1,76,1.6,87,1.6,87,1.4,56,1.4,40,794.6,18.9,1,0,0,0,0.82
2020-06-01 04:33:00,20000,0,16.1,76,1.4,62,1.4,62,1.4,70,1.4,45,794.6,18.9,1,0,0,0,0.82
2020-06-01 04:34:00,20000,0,16.1,76,1.1,70,1.1,70,1.4,71,1.4,49,794.6,18.9,1,0,0,0,0.82
2020-06-01 04:35:00,20000,0,16.1,76,0.8,35,0.8,35,1.2,63,1.3,52,794.6,18.9,1,0,0,0,0.82
2020-06-01 04:36:00,20000,0,16.1,77,0.9,68,0.9,68,0.9,52,1.3,54,794.7,19,1,0,0,0,0.82
2020-06-01 04:37:00,20000,0,16.1,77,0.9,63,0.9,63,0.8,51,1.3,58,794.7,19,1,0,0,0,0.82
2020-06-01 04:38:00,20000,0,16.1,77,0.4,32,0.4,32,0.8,60,1.2,58,794.7,19,1,0,0,0,0.82
2020-06-01 04:39:00,20000,0,16.2,77,0.9,45,0.9,45,0.6,44,1.1,56,794.7,19,1,0,0,0,0.82
2020-06-01 04:40:00,20000,0,16.2,77,0.9,45,0.9,45,0.6,38,1,55,794.7,19,1,0,0,0,0.82
2020-06-01 04:41:00,20000,0,16.2,77,0.4,37,0.4,37,0.8,44,1,54,794.7,19,1,0,0,0,0.82
2020-06-01 04:42:00,20000,0,16.2,77,0.5,50,0.5,50,0.6,40,0.9,52,794.7,19,1,0,0,0,0.82
2020-06-01 04:43:00,20000,0,16.2,77,0.5,41,0.5,41,0.4,42,0.8,49,794.6,19,1,0,0,0,0.82
2020-06-01 04:44:00,20000,0,16.3,77,0.4,347,0.4,347,0.4,41,0.7,46,794.6,19.1,1,0,0,0,0.82
2020-06-01 04:45:00,20000,0,16.3,77,0.1,68,0.1,68,0.4,13,0.6,39,794.7,19.1,1,0,0,0,0.82
2020-06-01 04:46:00,20000,0,16.3,77,0.7,182,0.7,182,0.2,30,0.5,43,794.7,19.2,1,0,0,0,0.82
2020-06-01 04:47:00,20000,0,16.3,77,1.3,148,1.3,148,0.4,130,0.5,45,794.7,19.4,1,0,0,0,0.82
2020-06-01 04:48:00,20000,0,16.3,77,1.3,148,1.3,148,1,160,0.6,52,794.7,19.4,1,0,0,0,0.82
2020-06-01 04:49:00,20000,0,16.4,77,0,197,0,197,1.2,147,0.6,66,794.7,19.2,1,0,0,0,0.82
2020-06-01 04:50:00,20000,0,16.4,77,0,197,0,197,0.5,173,0.5,82,794.7,19.2,1,0,0,0,0.82
2020-06-01 04:51:00,20000,0,16.4,77,0,197,0,197,0,195,0.5,110,794.7,19.2,1,0,0,0,0.82
2020-06-01 04:52:00,20000,0,16.4,77,0,197,0,197,0,195,0.4,141,794.7,19.3,1,0,0,0,0.82
2020-06-01 04:53:00,20000,0,16.5,77,0.6,6,0.6,6,0,195,0.4,162,794.6,19.3,1,0,0,0,0.82
2020-06-01 04:54:00,20000,0,16.5,77,0.5,0,0.5,0,0.3,332,0.4,168,794.6,19.1,1,0,0,0,0.82
2020-06-01 04:55:00,20000,0,16.5,77,0.5,359,0.5,359,0.5,1,0.4,166,794.6,19.1,1,0,0,0,0.82
2020-06-01 04:56:00,20000,0,16.5,77,0.8,15,0.8,15,0.5,358,0.4,177,794.7,19,1,0,0,0,0.82
2020-06-01 04:57:00,20000,0,16.5,77,0.6,18,0.6,18,0.6,6,0.4,166,794.7,19.1,1,0,0,0,0.82
2020-06-01 04:58:00,20000,0,16.5,77,0.7,2,0.7,2,0.6,14,0.4,357,794.7,19.2,1,0,0,0,0.82
2020-06-01 04:59:00,20000,0,16.5,77,0.7,25,0.7,25,0.6,8,0.3,349,794.7,19.2,1,0,0,0,0.82
2020-06-01 05:00:00,20000,0,16.4,77,0.8,0,0.8,0,0.7,12,0.4,2,794.7,19,1,0,0,0,0.82
2020-06-01 05:01:00,20000,0,16.4,77,0.9,7,0.9,7,0.7,11,0.5,4,794.7,19,1,0,0,0,0.82
2020-06-01 05:02:00,20000,0,16.4,78,1.3,32,1.3,32,0.8,4,0.6,6,794.6,19,1,0,0,0,0.82
2020-06-01 05:03:00,20000,0,16.4,78,1.4,37,1.4,37,1.1,19,0.7,9,794.6,19.1,1,0,0,0,0.82
2020-06-01 05:04:00,20000,0,16.4,78,1.3,34,1.3,34,1.3,32,0.8,12,794.6,19.1,1,0,0,0,0.82
2020-06-01 05:05:00,20000,0,16.4,78,1.3,34,1.3,34,1.3,32,0.9,15,794.7,19.1,1,0,0,0,0.82
2020-06-01 05:06:00,20000,0,16.4,78,1.1,14,1.1,14,1.2,28,0.9,18,794.7,19.1,1,0,0,0,0.82
2020-06-01 05:07:00,20000,0,16.4,78,0.9,39,0.9,39,1.1,20,1,18,794.7,19.2,1,0,0,0,0.82
2020-06-01 05:08:00,20000,0,16.4,78,0.9,12,0.9,12,0.9,22,1,20,794.7,19.2,1,0,0,0,0.82
2020-06-01 05:09:00,20000,0,16.4,78,0.8,2,0.8,2,0.8,20,1,20,794.7,19.2,1,0,0,0,0.82
2020-06-01 05:10:00,20000,0,16.4,78,0.8,41,0.8,41,0.8,6,1,18,794.7,19.2,1,0,0,0,0.82
2020-06-01 05:11:00,20000,0,16.4,78,0.8,4,0.8,4,0.8,19,1,22,794.7,19.2,1,0,0,0,0.82
2020-06-01 05:12:00,20000,0,16.4,78,1.1,13,1.1,13,0.8,18,1,21,794.8,19.2,1,0,0,0,0.82
2020-06-01 05:13:00,20000,0,16.4,78,1.3,31,1.3,31,0.9,6,1,19,794.7,19.1,1,0,0,0,0.82
2020-06-01 05:14:00,20000,0,16.3,78,1.3,31,1.3,31,1.2,21,1,19,794.7,19.2,1,0,0,0,0.82
2020-06-01 05:15:00,20000,0,16.4,78,1.4,43,1.4,43,1.3,30,1,19,794.8,19.2,1,0,0,0,0.82
2020-06-01 05:16:00,20000,0,16.4,78,1.4,44,1.4,44,1.3,35,1,20,794.8,19.2,1,0,0,0,0.82
2020-06-01 05:17:00,20000,0,16.4,78,1.5,46,1.5,46,1.4,40,1,23,794.7,19.1,1,0,0,0,0.82
2020-06-01 05:18:00,20000,0,16.3,78,1.5,50,1.5,50,1.4,42,1.1,24,794.7,19.1,1,0,0,0,0.82
2020-06-01 05:19:00,20000,0,16.3,78,1.8,47,1.8,47,1.5,47,1.2,29,794.7,19.1,1,0,0,0,0.82
2020-06-01 05:20:00,20000,0,16.3,78,1.5,44,1.5,44,1.6,47,1.2,33,794.7,19,1,0,0,0,0.82
2020-06-01 05:21:00,20000,0,16.4,78,1.9,24,1.9,24,1.6,40,1.3,33,794.7,19,1,0,0,0,0.82
2020-06-01 05:22:00,20000,0,16.4,78,1.9,23,1.9,23,1.7,28,1.4,35,794.7,19,1,0,0,0,0.82
2020-06-01 05:23:00,20000,0,16.3,78,1.5,35,1.5,35,1.8,20,1.5,35,794.7,19,1,0,0,0,0.82
2020-06-01 05:24:00,20000,0,16.3,79,1.4,44,1.4,44,1.6,28,1.5,36,794.8,19,1,0,0,0,0.82
2020-06-01 05:25:00,20000,0,16.3,79,1.3,39,1.3,39,1.4,37,1.5,37,794.8,19,1,0,0,0,0.82
2020-06-01 05:26:00,20000,0,16.4,79,0.8,45,0.8,45,1.3,37,1.5,36,794.8,19.1,1,0,0,0,0.82
2020-06-01 05:27:00,20000,0,16.3,79,1.2,45,1.2,45,1,40,1.5,37,794.8,19.1,1,0,0,0,0.82
2020-06-01 05:28:00,20000,0,16.3,79,0.8,48,0.8,48,1,45,1.4,37,794.8,19.1,1,0,0,0,0.82
2020-06-01 05:29:00,20000,0,16.4,78,0.7,42,0.7,42,0.9,44,1.3,36,794.8,19.1,1,0,0,0,0.82
2020-06-01 05:30:00,20000,0,16.4,79,0.6,70,0.6,70,0.7,43,1.2,36,794.8,19.1,1,0,0,0,0.82
2020-06-01 05:31:00,20000,0,16.4,79,0.4,56,0.4,56,0.6,55,1.1,39,794.8,19.1,1,0,0,0,0.82
2020-06-01 05:32:00,20000,0,16.4,79,0.6,82,0.6,82,0.5,63,1,43,794.8,19.1,1,0,0,0,0.82
2020-06-01 05:33:00,20000,0,16.4,78,1,82,1,82,0.5,69,0.9,49,794.8,19.1,1,0,0,0,0.82
2020-06-01 05:34:00,20000,0,16.4,78,1.2,57,1.2,57,0.8,78,0.8,53,794.8,19,1,0,0,0,0.82
2020-06-01 05:35:00,20000,0,16.4,78,1.7,54,1.7,54,1.1,65,0.8,55,794.8,19,1,0,0,0,0.82
2020-06-01 05:36:00,20000,0,16.4,78,1.7,55,1.7,55,1.4,52,0.9,56,794.8,19,1,0,0,0,0.82
2020-06-01 05:37:00,20000,0,16.4,78,1.4,62,1.4,62,1.6,53,0.9,57,794.8,19,1,0,0,0,0.82
2020-06-01 05:38:00,20000,0,16.4,78,1.1,79,1.1,79,1.5,58,1,59,794.8,19,1,0,0,0,0.82
2020-06-01 05:39:00,20000,0,16.4,78,1.1,63,1.1,63,1.2,67,1,62,794.8,19,1,0,0,0,0.82
2020-06-01 05:40:00,20000,0,16.4,78,1,74,1,74,1,67,1,64,794.8,19,1,0,0,0,0.82
2020-06-01 05:41:00,20000,0,16.4,78,0.9,46,0.9,46,1,64,1.1,63,794.8,19,1,0,0,0,0.82
2020-06-01 05:42:00,20000,0,16.4,78,1.2,32,1.2,32,0.9,55,1.1,62,794.8,19.1,1,0,0,0,0.82
2020-06-01 05:43:00,20000,0,16.4,78,1.2,31,1.2,31,1,36,1.2,57,794.8,19.1,1,0,0,0,0.82
2020-06-01 05:44:00,20000,0,16.4,78,1.4,49,1.4,49,1.2,30,1.2,52,794.8,19.1,1,0,0,0,0.82
2020-06-01 05:45:00,20000,0,16.4,78,1.3,49,1.3,49,1.3,38,1.2,51,794.8,19,1,0,0,0,0.82
2020-06-01 05:46:00,20000,0,16.4,78,1.6,27,1.6,27,1.3,43,1.2,51,794.8,19.1,1,0,0,0,0.82
2020-06-01 05:47:00,20000,0,16.4,78,1.5,26,1.5,26,1.4,33,1.2,48,794.8,19.1,1,0,0,0,0.82
2020-06-01 05:48:00,20000,0,16.4,78,1.3,30,1.3,30,1.5,25,1.2,44,794.7,19.1,1,0,0,0,0.82
2020-06-01 05:49:00,20000,0,16.4,77,1.4,50,1.4,50,1.3,28,1.2,40,794.7,19.1,1,0,0,0,0.82
2020-06-01 05:50:00,20000,0,16.4,77,0.9,35,0.9,35,1.3,40,1.2,39,794.7,19.1,1,0,0,0,0.82
2020-06-01 05:51:00,20000,0,16.4,77,1,95,1,95,1.1,44,1.2,36,794.7,19.1,1,0,0,0,0.82
2020-06-01 05:52:00,20000,0,16.4,77,0.9,92,0.9,92,0.9,68,1.2,40,794.7,19,1,0,0,0,0.82
2020-06-01 05:53:00,20000,0,16.4,77,0.8,52,0.8,52,0.9,90,1.2,46,794.7,19,1,0,0,0,0.82
2020-06-01 05:54:00,20000,0,16.4,77,0.6,103,0.6,103,0.8,70,1.2,49,794.7,19,1,0,0,0,0.82
2020-06-01 05:55:00,20000,0,16.5,77,0.2,51,0.2,51,0.6,74,1.1,53,794.7,19,1,0,0,0,0.82
2020-06-01 05:56:00,20000,0,16.5,77,0.7,94,0.7,94,0.4,74,1,55,794.7,19,1,0,0,0,0.82
2020-06-01 05:57:00,20000,0,16.5,76,1.1,64,1.1,64,0.5,70,0.9,61,794.7,19,1,0,0,0,0.82
2020-06-01 05:58:00,20000,0,16.5,76,1,76,1,76,0.9,74,0.8,65,794.8,18.9,1,0,0,0,0.82
2020-06-01 05:59:00,20000,0,16.5,77,0.7,62,0.7,62,1,67,0.8,69,794.7,18.9,1,0,0,0,0.82
2020-06-01 06:00:00,20000,0,16.5,76,0.6,81,0.6,81,0.8,67,0.7,71,794.7,19.1,1,0,0,0,0.82
2020-06-01 06:01:00,20000,0,16.5,76,0.5,66,0.5,66,0.6,70,0.7,74,794.7,19.1,1,0,0,0,0.82
2020-06-01 06:02:00,20000,0,16.5,76,0.5,42,0.5,42,0.5,70,0.7,71,794.7,19,1,0,0,0,0.82
2020-06-01 06:03:00,20000,0,16.5,76,0.5,63,0.5,63,0.5,52,0.6,67,794.7,19,1,0,0,0,0.82
2020-06-01 06:04:00,20000,0,16.6,76,0.8,141,0.8,141,0.5,54,0.6,68,794.7,19,1,0,0,0,0.82
2020-06-01 06:06:00,20000,0,16.6,76,0.6,18,0.6,18,0.6,65,0.6,66,794.7,19,1,0,0,0,0.82
2020-06-01 06:07:00,20000,0,16.6,76,0.5,20,0.5,20,0.5,15,0.6,58,794.7,19,1,0,0,0,0.82
2020-06-01 06:08:00,20000,0,16.6,76,0.6,181,0.6,181,0.5,18,0.6,55,794.7,19,1,0,0,0,0.82
2020-06-01 06:09:00,20000,0,16.6,76,0.3,31,0.3,31,0.5,100,0.5,58,794.7,19,1,0,0,0,0.82
2020-06-01 06:10:00,20000,0,16.6,76,0.1,66,0.1,66,0.4,86,0.5,54,794.7,19.1,1,0,0,0,0.82
2020-06-01 06:11:00,20000,0,16.7,76,0.2,66,0.2,66,0.1,49,0.4,52,794.7,19.1,1,0,0,0,0.82
2020-06-01 06:12:00,20000,0,16.7,76,1.5,185,1.5,185,0.2,68,0.4,53,794.7,19.1,1,0,0,0,0.82
2020-06-01 06:13:00,20000,0,16.7,76,1.3,180,1.3,180,0.9,136,0.5,64,794.8,19.3,1,0,0,0,0.82
2020-06-01 06:14:00,20000,0,16.8,76,0.8,187,0.8,187,1.3,182,0.6,77,794.8,19.2,1,0,0,0,0.82
2020-06-01 06:15:00,20000,0,16.8,76,1.1,165,1.1,165,1,181,0.6,83,794.8,19.2,1,0,0,0,0.82
2020-06-01 06:16:00,20000,0,16.8,76,1.4,157,1.4,157,0.9,173,0.7,117,794.8,19.1,1,0,0,0,0.82
2020-06-01 06:17:00,20000,0,16.8,76,0.8,172,0.8,172,1.2,160,0.7,137,794.8,19.2,1,0,0,0,0.82
2020-06-01 06:18:00,20000,0,16.9,76,1.2,180,1.2,180,1,164,0.8,149,794.8,19.2,1,0,0,0,0.82
2020-06-01 06:19:00,20000,0,16.9,76,0.6,176,0.6,176,0.9,175,0.8,151,794.8,19.2,1,0,0,0,0.82
2020-06-01 06:20:00,20000,0,16.9,76,0.7,195,0.7,195,0.8,178,0.9,161,794.8,19.1,1,0,0,0,0.82
2020-06-01 06:21:00,20000,0,16.9,76,1.1,176,1.1,176,0.6,184,0.9,171,794.8,19.1,1,0,0,0,0.82
2020-06-01 06:22:00,20000,0,16.9,76,1.5,186,1.5,186,0.9,184,1,176,794.8,19,1,0,0,0,0.82
2020-06-01 06:23:00,20000,0,16.9,76,1.3,169,1.3,169,1.3,179,1,176,794.8,19,1,0,0,0,0.82
2020-06-01 06:24:00,20000,0,16.9,77,1.2,175,1.2,175,1.3,174,1,174,794.8,19,1,0,0,0,0.82
2020-06-01 06:25:00,20000,0,16.9,77,0.5,279,0.5,279,1.2,173,1,174,794.8,18.8,1,0,0,0,0.82
2020-06-01 06:26:00,20000,0,16.9,77,0.4,304,0.4,304,0.8,234,1,182,794.8,18.8,1,0,0,0,0.82
2020-06-01 06:27:00,20000,0,16.9,78,0.4,219,0.4,219,0.4,284,0.9,192,794.8,18.8,1,0,0,0,0.82
2020-06-01 06:28:00,20000,0,16.9,78,0.1,269,0.1,269,0.3,255,0.8,198,794.9,18.7,1,0,0,0,0.82
2020-06-01 06:29:00,20000,0,16.9,78,0.4,124,0.4,124,0.2,238,0.7,207,794.8,18.7,1,0,0,0,0.82
2020-06-01 06:30:00,20000,0,17,78,0.5,120,0.5,120,0.2,172,0.7,202,794.8,18.7,1,0,0,0,0.82
2020-06-01 06:31:00,20000,0,17,78,0.3,105,0.3,105,0.4,119,0.7,193,794.9,18.7,1,0,0,0,0.82
2020-06-01 06:32:00,20000,0,17,78,0.6,138,0.6,138,0.4,113,0.6,184,794.8,18.9,1,0,0,0,0.82
2020-06-01 06:33:00,20000,0,17,78,0.5,157,0.5,157,0.4,123,0.5,175,794.8,19,1,0,0,0,0.82
2020-06-01 06:34:00,20000,0,17,78,2,176,2,176,0.6,147,0.4,173,794.8,18.9,1,0,0,0,0.82
2020-06-01 06:35:00,20000,0,17,78,2,178,2,178,1.3,166,0.5,171,794.8,18.9,1,0,0,0,0.82
2020-06-01 06:36:00,20000,0,17,78,0.7,118,0.7,118,1.9,171,0.7,161,794.8,18.9,1,0,0,0,0.82
2020-06-01 06:37:00,20000,0,17,78,1,137,1,137,1.2,142,0.7,150,794.8,19,1,0,0,0,0.82
2020-06-01 06:38:00,20000,0,16.9,78,0.9,148,0.9,148,0.8,126,0.8,142,794.8,18.8,1,0,0,0,0.82
2020-06-01 06:39:00,20000,0,16.9,78,1,158,1,158,0.9,141,0.8,138,794.8,18.8,1,0,0,0,0.82
2020-06-01 06:40:00,20000,0,16.9,78,0.8,154,0.8,154,0.9,150,0.9,141,794.8,18.8,1,0,0,0,0.82
2020-06-01 06:41:00,20000,0,16.9,79,1,170,1,170,0.9,153,0.9,145,794.8,18.9,1,0,0,0,0.82
2020-06-01 06:42:00,20000,0,16.9,79,2,162,2,162,0.9,160,1,151,794.8,18.9,1,0,0,0,0.82
2020-06-01 06:43:00,20000,0,16.9,79,2,156,2,156,1.5,164,1.2,153,794.8,18.9,1,0,0,0,0.82
2020-06-01 06:44:00,20000,0,16.9,79,1.8,168,1.8,168,1.9,157,1.3,153,794.8,19.1,1,0,0,0,0.82
2020-06-01 06:45:00,20000,0,16.9,79,1.5,181,1.5,181,1.8,161,1.3,152,794.8,19,1,0,0,0,0.82
2020-06-01 06:46:00,20000,0,16.8,79,1.8,182,1.8,182,1.6,173,1.2,153,794.8,19,1,0,0,0,0.82
2020-06-01 06:47:00,20000,0,16.8,80,1.4,175,1.4,175,1.6,179,1.3,159,794.8,19,1,0,0,0,0.82
2020-06-01 06:48:00,20000,0,16.8,80,1.6,172,1.6,172,1.5,176,1.4,163,794.8,19.1,1,0,0,0,0.82
2020-06-01 06:49:00,20000,0,16.7,80,1.4,182,1.4,182,1.5,172,1.4,166,794.8,19,1,0,0,0,0.82
2020-06-01 06:50:00,20000,0,16.7,80,1.3,173,1.3,173,1.4,175,1.5,168,794.8,19,1,0,0,0,0.82
2020-06-01 06:51:00,20000,0,16.7,80,1.4,163,1.4,163,1.3,173,1.5,170,794.9,18.9,1,0,0,0,0.82
2020-06-01 06:52:00,20000,0,16.7,80,1.7,161,1.7,161,1.3,164,1.6,169,794.9,18.9,1,0,0,0,0.82
2020-06-01 06:53:00,18263,0,16.7,80,1,186,1,186,1.5,161,1.5,169,794.9,18.9,1,0,0,0,0.82
